kg	563	176	570	184	default
PBH51502	89	187	123	195	default
$	164	187	167	195	default
472.40	177	187	198	195	default
£	221	187	225	195	default
340.13	236	187	257	195	default
€	279	185	285	193	default
410,99	295	187	316	195	default
¥	338	187	342	195	default
3,765.03	351	187	377	195	default
600	398	187	409	195	default
mm	412	187	424	195	default
x	426	187	429	195	default
300	431	187	443	195	default
mm	445	187	457	195	default
x	459	187	462	195	default
60	464	187	472	195	default
mm	474	187	486	195	default
39.6	527	187	540	195	default
lbs/18	542	187	560	195	default
kg	563	187	570	195	default
PBH51528	89	199	123	207	default
$	164	199	167	207	default
581.00	177	199	198	207	default
£	221	199	225	207	default
418.32	236	199	257	207	default
€	279	197	285	205	default
505,47	295	199	316	207	default
¥	338	199	342	207	default
4,630.57	351	199	377	207	default
600	398	199	409	207	default
mm	412	199	424	207	default
x	426	199	429	207	default
450	431	199	443	207	default
mm	445	199	457	207	default
x	459	199	462	207	default
60	464	199	472	207	default
mm	474	199	486	207	default
57.2	527	199	540	207	default
lbs/26	542	199	560	207	default
kg	563	199	570	207	default
PBH51505	89	210	123	218	default
$	164	210	167	218	default
689.70	177	210	198	218	default
£	221	210	225	218	default
496.58	236	210	257	218	default
€	279	208	285	216	default
600,04	295	210	316	218	default
¥	338	210	342	218	default
5,496.91	351	210	377	218	default
600	398	210	409	218	default
mm	412	210	424	218	default
x	426	210	429	218	default
600	431	210	443	218	default
mm	445	210	457	218	default
x	459	210	462	218	default
60	464	210	472	218	default
mm	474	210	486	218	default
77	529	210	537	218	default
lbs/35	539	210	558	218	default
kg	560	210	567	218	default
PBH51510	89	221	123	229	default
$	164	221	167	229	default
894.80	177	221	198	229	default
£	221	221	225	229	default
644.26	236	221	257	229	default
€	279	219	285	227	default
778,48	295	221	316	229	default
¥	338	221	342	229	default
7,131.56	351	221	377	229	default
750	398	221	409	229	default
mm	412	221	424	229	default
x	426	221	429	229	default
750	431	221	443	229	default
mm	445	221	457	229	default
x	459	221	462	229	default
60	464	221	472	229	default
mm	474	221	486	229	default
114.4	525	221	542	229	default
lbs/52	544	221	562	229	default
kg	564	221	572	229	default
PBH51503	89	233	123	241	default
$	164	233	167	241	default
572.00	177	233	198	241	default
£	221	233	225	241	default
411.84	236	233	257	241	default
€	279	231	285	239	default
497,64	295	233	316	241	default
¥	338	233	342	241	default
4,558.84	351	233	377	241	default
900	398	233	409	241	default
mm	412	233	424	241	default
x	426	233	429	241	default
300	431	233	443	241	default
mm	445	233	457	241	default
x	459	233	462	241	default
60	464	233	472	241	default
mm	474	233	486	241	default
61.6	527	233	540	241	default
lbs/28	542	233	560	241	default
kg	563	233	570	241	default
PBH51506*	89	244	126	252	default
$	164	244	167	252	default
904.50	177	244	198	252	default
£	221	244	225	252	default
651.24	236	244	257	252	default
€	279	242	285	250	default
786,92	295	244	316	252	default
¥	338	244	342	252	default
7,208.87	351	244	378	252	default
900	398	244	409	252	default
mm	412	244	424	252	default
x	426	244	429	252	default
600	431	244	443	252	default
mm	445	244	457	252	default
x	459	244	462	252	default
60	464	244	472	252	default
mm	474	244	486	252	default
114.4	525	244	542	252	default
lbs/52	544	244	562	252	default
kg	564	244	572	252	default
PBH51511*	89	255	126	263	default
$	164	255	167	263	default
1,043.30	171	255	198	263	default
£	221	255	225	263	default
751.18	236	255	257	263	default
€	279	253	285	261	default
907,67	295	255	316	263	default
¥	338	255	342	263	default
8,315.10	351	255	378	263	default
900	398	255	409	263	default
mm	412	255	424	263	default
x	426	255	429	263	default
750	431	255	443	263	default
mm	445	255	457	263	default
x	459	255	462	263	default
60	464	255	472	263	default
mm	474	255	486	263	default
147.4	525	255	542	263	default
lbs/67	544	255	562	263	default
kg	564	255	572	263	default
PBH51514	89	266	123	275	default
$	164	266	167	275	default
1,228.80	171	266	198	275	default
£	221	266	225	275	default
884.74	236	266	257	275	default
€	279	265	285	273	default
1.069,06	290	266	316	275	default
¥	338	266	342	275	default
9,793.54	351	266	377	275	default
900	398	266	409	275	default
mm	412	266	424	275	default
x	426	266	429	275	default
900	431	266	443	275	default
mm	445	266	457	275	default
x	459	266	462	275	default
60	464	266	472	275	default
mm	474	266	486	275	default
173.8	525	266	542	275	default
lbs/79	544	266	562	275	default
kg	564	266	572	275	default
PBH51507	89	278	123	286	default
$	164	278	167	286	default
1,119.30	171	278	198	286	default
£	221	278	225	286	default
805.90	236	278	257	286	default
€	279	276	285	284	default
973,79	295	278	316	286	default
¥	338	278	342	286	default
8,920.82	351	278	377	286	default
1200	396	278	411	286	default
mm	413	278	425	286	default
x	428	278	431	286	default
600	433	278	445	286	default
mm	447	278	459	286	default
x	461	278	464	286	default
60	466	278	474	286	default
mm	476	278	488	286	default
149.6	525	278	542	286	default
lbs/68	544	278	562	286	default
kg	564	278	572	286	default
PBH51512*	89	289	126	297	default
$	164	289	167	297	default
1,335.00	171	289	198	297	default
£	221	289	225	297	default
961.20	236	289	257	297	default
€	279	287	285	295	default
1.161,45	290	289	316	297	default
¥	338	289	342	297	default
10,639.95	347	289	378	297	default
1200	396	289	411	297	default
mm	413	289	425	297	default
x	428	289	431	297	default
750	433	289	445	297	default
mm	447	289	459	297	default
x	461	289	464	297	default
60	466	289	474	297	default
mm	476	289	488	297	default
193.6	525	289	542	297	default
lbs/88	544	289	562	297	default
kg	564	289	572	297	default
PBH51515*	89	300	126	309	default
$	164	300	167	309	default
1,550.60	171	300	198	309	default
£	221	300	225	309	default
1,116.43	230	300	257	309	default
€	279	299	285	307	default
1.349,02	290	300	316	309	default
¥	338	300	342	309	default
12,358.28	347	300	378	309	default
1200	396	300	411	309	default
mm	413	300	425	309	default
x	428	300	431	309	default
900	433	300	445	309	default
mm	447	300	459	309	default
x	461	300	464	309	default
60	466	300	474	309	default
mm	476	300	488	309	default
231	526	300	537	309	default
lbs/105	539	300	561	309	default
kg	564	300	571	309	default
PBH51508	89	312	123	320	default
$	164	312	167	320	default
1,334.10	171	312	198	320	default
£	221	312	225	320	default
960.55	236	312	257	320	default
€	279	310	285	318	default
1.160,67	290	312	316	320	default
¥	338	312	342	320	default
10,632.78	347	312	377	320	default
1500	396	312	411	320	default
mm	413	312	425	320	default
x	428	312	431	320	default
600	433	312	445	320	default
mm	447	312	459	320	default
x	461	312	464	320	default
60	466	312	474	320	default
mm	476	312	488	320	default
184.8	525	312	542	320	default
lbs/84	544	312	562	320	default
kg	564	312	572	320	default
PBH51513	89	323	123	331	default
$	164	323	167	331	default
1,566.30	171	323	198	331	default
£	221	323	225	331	default
1,127.74	230	323	257	331	default
€	279	321	285	329	default
1.362,68	290	323	316	331	default
¥	338	323	342	331	default
12,483.41	347	323	377	331	default
1500	396	323	411	331	default
mm	413	323	425	331	default
x	428	323	431	331	default
750	433	323	445	331	default
mm	447	323	459	331	default
x	461	323	464	331	default
60	466	323	474	331	default
mm	476	323	488	331	default
239.8	523	323	540	331	default
lbs/109	542	323	564	331	default
kg	566	323	574	331	default
PBH51516	89	334	123	343	default
$	164	334	167	343	default
1,872.50	171	334	198	343	default
£	221	334	225	343	default
1,348.20	230	334	257	343	default
€	279	332	285	341	default
1.629,08	290	334	316	343	default
¥	338	334	342	343	default
14,923.83	347	334	377	343	default
1500	396	334	411	343	default
mm	413	334	425	343	default
x	428	334	431	343	default
900	433	334	445	343	default
mm	447	334	459	343	default
x	461	334	464	343	default
60	466	334	474	343	default
mm	476	334	488	343	default
265	526	334	537	343	default
lbs/120	539	334	561	343	default
kg	564	334	571	343	default
PBH51517	89	346	123	354	default
$	164	346	167	354	default
2,143.10	171	346	198	354	default
£	221	346	225	354	default
1,543.03	230	346	257	354	default
€	279	344	285	352	default
1.864,50	290	346	316	354	default
¥	338	346	342	354	default
17,080.51	347	346	377	354	default
1800	396	346	411	354	default
mm	413	346	425	354	default
x	428	346	431	354	default
900	433	346	445	354	default
mm	447	346	459	354	default
x	461	346	464	354	default
60	466	346	474	354	default
mm	476	346	488	354	default
341	526	346	537	354	default
lbs/155	539	346	561	354	default
kg	564	346	571	354	default
PBH51525	89	357	123	365	default
$	164	357	167	365	default
2,926.60	171	357	198	365	default
£	221	357	225	365	default
2,107.15	230	357	257	365	default
€	279	355	285	363	default
2.546,14	290	357	316	365	default
¥	338	357	342	365	default
23,325.00	347	357	377	365	default
1800	394	357	409	365	default
mm	412	357	424	365	default
x	426	357	429	365	default
1250	431	357	446	365	default
mm	449	357	461	365	default
x	463	357	466	365	default
60	468	357	476	365	default
mm	478	357	490	365	default
473	526	357	537	365	default
lbs/215	539	357	561	365	default
kg	564	357	571	365	default
PBH51522	89	368	123	377	default
$	164	368	167	377	default
2,680.40	171	368	198	377	default
£	221	368	225	377	default
1,929.89	230	368	257	377	default
€	279	366	285	375	default
2.331,95	290	368	317	377	default
¥	338	368	342	377	default
21,362.79	347	368	378	377	default
2000	394	368	409	377	default
mm	412	368	424	377	default
x	426	368	429	377	default
1000	431	368	446	377	default
mm	449	368	461	377	default
x	463	368	466	377	default
60	468	368	476	377	default
mm	478	368	490	377	default
403	526	368	537	377	default
lbs/183	539	368	561	377	default
kg	564	368	571	377	default
*ThesebreadboardscanbeusedwithourScienceDesk™workstations	85	381	261	388	default
Seepages27-34tolearnmore	264	381	343	388	default
**Theweightsgivenareforthebreadboardsaloneanddonotincludepackaging	85	390	285	397	default
ITEM	89	662	108	670	default
#	111	662	115	670	default
$	180	662	184	670	default
£	237	662	241	670	default
€	295	660	301	668	default
RMB	349	662	366	670	default
DIMENSIONS	415	662	464	670	default
WEIGHT*	531	662	565	670	default
PBH12111	89	675	123	684	default
$	164	675	167	684	default
1,222.10	171	675	198	684	default
£	221	675	225	684	default
879.91	236	675	257	684	default
€	279	673	285	682	default
1.063,23	290	675	316	684	default
¥	337	675	341	684	default
9,740.14	350	675	376	684	default
3'	418	675	423	684	default
x	426	675	429	684	default
2.5'	431	675	442	684	default
x	444	675	448	684	default
4.3"	450	675	463	684	default
173.8	525	675	542	684	default
lbs/79	544	675	562	684	default
kg	564	675	572	684	default
PBH12107	89	687	123	695	default
$	164	687	167	695	default
1,243.40	171	687	198	695	default
£	221	687	225	695	default
895.25	236	687	257	695	default
€	279	685	285	693	default
1.081,76	290	687	316	695	default
¥	337	687	341	695	default
9,909.90	350	687	376	695	default
4'	421	687	426	695	default
x	428	687	432	695	default
2'	434	687	439	695	default
x	442	687	445	695	default
4.3"	447	687	460	695	default
184.8	525	687	542	695	default
lbs/84	544	687	562	695	default
kg	564	687	572	695	default
PBH12112	89	698	123	706	default
$	164	698	167	706	default
1,252.70	171	698	198	706	default
£	221	698	225	706	default
901.94	236	698	257	706	default
€	279	696	285	704	default
1.089,85	290	698	316	706	default
¥	337	698	341	706	default
9,984.02	350	698	376	706	default
4'	418	698	423	706	default
x	426	698	429	706	default
2.5'	431	698	442	706	default
x	444	698	448	706	default
4.3"	450	698	463	706	default
228.8	523	698	540	706	default
lbs/104	542	698	564	706	default
kg	566	698	573	706	default
PBH12115	89	709	123	718	default
$	164	709	167	718	default
1,666.80	171	709	198	718	default
£	221	709	225	718	default
1,200.10	230	709	257	718	default
€	279	707	285	716	default
1.450,12	290	709	316	718	default
¥	337	709	341	718	default
13,284.40	346	709	376	718	default
4'	421	709	426	718	default
x	428	709	432	718	default
3'	434	709	439	718	default
x	442	709	445	718	default
4.3"	447	709	460	718	default
270.6	523	709	540	718	default
lbs/123	542	709	564	718	default
kg	566	709	573	718	default
PBH12116	89	721	123	729	default
$	164	721	167	729	default
2,017.60	171	721	198	729	default
£	221	721	225	729	default
1,452.67	230	721	257	729	default
€	279	719	285	727	default
1.755,31	290	721	316	729	default
¥	337	721	341	729	default
16,080.27	346	721	376	729	default
5'	420	721	426	729	default
x	428	721	431	729	default
3'	433	721	439	729	default
x	441	721	444	729	default
4.3"	446	721	459	729	default
325.6	523	721	540	729	default
lbs/148	543	721	565	729	default
kg	567	721	574	729	default
PBH12117	89	732	123	740	default
$	164	732	167	740	default
2,322.00	171	732	198	740	default
£	221	732	225	740	default
1,671.84	230	732	257	740	default
€	279	730	285	738	default
2.020,14	290	732	316	740	default
¥	337	732	341	740	default
18,506.34	346	732	376	740	default
6'	421	732	426	740	default
x	428	732	432	740	default
3'	434	732	439	740	default
x	442	732	445	740	default
4.3"	447	732	460	740	default
450	526	732	537	740	default
lbs/204	539	732	561	740	default
kg	564	732	571	740	default
*Theweightsgivenareforthebreadboardsaloneanddonotincludepackaging	85	744	283	751	default
*Theweightsgivenareforthebreadboardsaloneanddonotincludepackaging	85	876	283	883	default
Metric	85	142	115	152	default
Performance™	118	142	189	152	default
Breadboards,	192	142	255	152	default
60	258	142	269	152	default
mm	272	142	290	152	default
Thick	293	142	319	152	default
Imperial	85	642	123	652	default
Performance™	126	642	197	652	default
Breadboards,	200	642	263	652	default
4.3"	266	642	284	652	default
Thick	287	642	313	652	default
Metric	85	761	115	772	default
Performance™	118	761	189	772	default
Breadboards,	192	761	255	772	default
110	258	761	275	772	default
mm	278	761	295	772	default
Thick	298	761	324	772	default
Thicker	359	419	399	437	default
Breadboard	403	413	463	432	default
for	468	411	482	426	default
Superior	376	433	420	451	default
Stiffness	425	429	467	447	default
Additional	90	444	133	454	default
Size	135	444	151	454	default
Options	153	444	186	454	default
Available	188	444	224	454	default
The	90	457	106	467	default
imperial	108	457	139	467	default
and	141	457	155	467	default
metric	158	457	182	467	default
Performance	184	457	231	467	default
breadboards	234	457	279	467	default
featured	281	457	311	467	default
on	90	470	100	480	default
these	103	470	121	480	default
two	124	470	138	480	default
pages	141	470	161	480	default
are	163	470	174	480	default
stocked	177	470	205	480	default
for	207	470	218	480	default
immediate	220	470	260	480	default
shipment	262	470	297	480	default
However,	90	482	126	493	default
Thorlabs	128	482	161	493	default
also	164	482	178	493	default
has	180	482	192	493	default
the	195	482	207	493	default
tooling	209	482	236	493	default
and	238	482	252	493	default
supplies	255	482	284	493	default
necessary	287	482	321	493	default
to	90	495	98	506	default
manufacture	101	495	148	506	default
numerous	150	495	187	506	default
other	190	495	210	506	default
sizes	212	495	228	506	default
quickly	231	495	258	506	default
and	261	495	275	506	default
efficiently	277	495	314	506	default
with	90	508	107	518	default
minimal	110	508	141	518	default
lead	144	508	159	518	default
time	161	508	178	518	default
Please	183	508	206	518	default
visit	208	508	223	518	default
www	226	508	245	518	default
thorlabs	247	508	277	518	default
com	279	508	295	518	default
to	298	508	305	518	default
view	91	521	107	531	default
our	110	521	123	531	default
non-standard	125	521	175	531	default
size	178	521	191	531	default
options	193	521	221	531	default
and	224	521	237	531	default
to	240	521	248	531	default
place	250	521	269	531	default
an	272	521	281	531	default
order	283	521	303	531	default
Finally,	91	534	117	544	default
in	120	534	127	544	default
addition	130	534	161	544	default
to	164	534	172	544	default
these	174	534	193	544	default
stocked	195	534	223	544	default
and	226	534	240	544	default
non-stocked	242	534	288	544	default
Performance	91	546	137	557	default
breadboard	140	546	182	557	default
options,	184	546	214	557	default
Thorlabs	216	546	250	557	default
can	252	546	265	557	default
produce	268	546	298	557	default
truly	301	546	318	557	default
custom	90	559	118	570	default
breadboards	120	559	165	570	default
that	168	559	182	570	default
offer	185	559	202	570	default
unique	205	559	231	570	default
cutouts,	233	559	263	570	default
hole	266	559	282	570	default
patterns,	284	559	316	570	default
and	90	572	104	583	default
dimensions	107	572	149	583	default
Please	154	572	176	583	default
contact	179	572	206	583	default
tech	209	572	224	583	default
support	227	572	256	583	default
to	258	572	266	583	default
discuss	268	572	294	583	default
your	296	572	313	583	default
application	90	585	132	595	default
needs	134	585	155	595	default
Other	470	584	498	598	default
Sizes	502	584	529	598	default
Available	533	584	580	598	default
up	494	598	507	612	default
to	511	598	521	612	default
4'	524	598	534	612	default
x	537	598	543	612	default
8'	547	598	557	612	default
(1250	466	612	495	626	default
mm	499	612	519	626	default
x	522	612	528	626	default
2500	532	612	557	626	default
mm)	560	612	584	626	default
01_Breadboards_1-10	49	3	149	12	default
qxd	154	3	170	12	default
P:00-10	175	3	212	12	default
7/22/11	222	3	259	12	default
2:55	269	3	291	12	default
PM	296	3	306	12	default
Page	317	3	338	12	default
7	343	3	348	12	default
##LTFigure##	342	459	651	556	default
